description,category,urgency_score,urgency_level,location_type,category_label,urgency_label,text_length
"Pedestrian-crossing sign faded and unreadable in Butwal, vehicles are braking when people enter the road.",road_damaged_sign,7.0,high,industrial,6,1,15
सडक संकेत सार्वजनिक स्थान को चोकमा भत्किएर दुर्घटनाको डर भएको छ। सरकारले चाँडै हेर्नुपर्यो।,road_damaged_sign,4.2,low,public,6,2,14
"Ward-office gate covered with illegal advertising near a hospital, part of the public notice cannot be read.",vandalism,6.0,medium,hospital,8,3,17
"Government vehicles parked fully on the footpath in Birgunj, pedestrians are forced onto the road.",illegal_parking,8.0,high,residential,3,1,15
The public bin is full and people are putting bags beside it. There are food leftovers mixed with plastic.,garbage,3.5,low,school,2,2,19
"Public toilet covered with spray-painted tags in a public area, the markings are small but visible.",vandalism,3.0,low,public,8,2,16
Waste is collecting near the drain and blocking the water flow. Residents are asking for the waste to be picked up.,garbage,3.0,low,hospital,2,2,21
Wind has scattered plastic waste and paper across the area around an overflowing public bin.,trash,8.0,high,school,7,1,15
Dherai din dekhi fohor uthako chaina. Manche haru lai dherai problem bhako cha.,garbage,9.5,critical,hospital,2,0,13
"Delivery vans parked across a school gate, children are entering through traffic.",illegal_parking,8.0,high,school,3,1,12
There are potholes on the street and motorcycles are struggling to pass. Only a small part of the road is affected.,pothole,2.5,low,residential,5,2,21
"Park signboard covered with illegal advertising near a school, visitors are using the wrong entrance.",vandalism,6.0,medium,school,8,3,15
There is a pile of household waste beside the road. The waste is creating a serious problem for people using the area.,garbage,7.0,high,hospital,2,1,22
There is waste scattered near the roadside and it needs to be collected. Residents are asking for the waste to be picked up.,garbage,9.5,critical,market,2,0,23
Deep potholes damaging the road surface at the school entrance.,infrastructure,6.5,medium,school,4,3,10
"Hospital access drain leaking near a hospital, dirty water is crossing the entrance.",drainage,8.5,high,hospital,1,1,13
The waste collection has not come for a few days. The smell is strong and many people are complaining.,garbage,7.0,high,market,2,1,19
"Government vehicles left beside a no-parking sign, traffic is moving slowly.",illegal_parking,5.0,medium,commercial,3,3,11
"Public wall marked with offensive words near a school, the markings are small but visible.",vandalism,3.0,low,school,8,2,15
The garbage container is overflowing and waste is on the road. It has been there since yesterday.,garbage,9.5,critical,school,2,0,17
"Household rubbish blocking the pavement, at the hospital entrance.",domestic_trash,4.0,medium,hospital,0,3,9
कुकुरले घरको फोहोरको बोरा च्यातेर व्यापारिक क्षेत्र भरि फोहोर गरेको छ। मानिसहरूलाई धेरै समस्या भएको छ।,domestic_trash,6.9,medium,commercial,0,3,16
"Health-post wall covered with illegal advertising near an industrial road, emergency information is partly blocked.",vandalism,7.5,high,industrial,8,1,15
Food waste dumped beside the road near homes.,domestic_trash,6.5,medium,residential,0,3,8
Collapsed drain leaving an open gap near the school.,infrastructure,9.5,high,school,4,1,9
The road surface has broken away and left a hole. The edge of the road is also starting to break.,pothole,7.5,high,school,5,1,20
"A broken curb has created a large gap that forces pedestrians to step closer to moving traffic, along the public walkway.",infrastructure,5.5,medium,public,4,3,21
"One-way sign covered by posters near a school, drivers are taking wrong turns and causing traffic.",road_damaged_sign,6.0,medium,school,6,3,16
Food waste is scattered around because dogs are tearing the bags. Residents are asking for the waste to be picked up.,garbage,7.5,high,school,2,1,21
"Public water tap left with official lettering blacked out in a public area, sharp parts are exposed beside pedestrians.",vandalism,8.5,high,public,8,1,19
"Bus shelter covered with spray-painted tags near a market, the same place was damaged repeatedly.",vandalism,6.5,high,market,8,1,15
"Cars blocking a public bus stop since yesterday, buses are stopping in the traffic lane.",illegal_parking,7.5,high,commercial,3,1,15
"Delivery vans parked at a busy junction since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1,14
Broken barrier blocking part of the road near homes.,infrastructure,8.5,high,residential,4,1,9
There is a pothole where water collects after rain. Drivers are starting to avoid the spot.,pothole,5.0,medium,hospital,5,3,16
"Junction sign bent away from traffic near an industrial road, vehicles are entering from conflicting directions.",road_damaged_sign,9.0,critical,industrial,6,0,16
"Footbridge railing left with its notice torn down on a residential road, the public facility is unsafe to use.",vandalism,7.5,high,residential,8,1,19
Household garbage has accumulated near the entrance of several houses and is becoming difficult to manage beside the highway access route.,domestic_trash,7.5,high,highway,0,1,21
आवासीय क्षेत्र को भित्तामा स्प्रे पेन्टले बिगारिएको छ। सरकारले चाँडै हेर्नुपर्यो।,vandalism,7.4,high,residential,8,1,11
A broken curb has created a large gap that forces pedestrians to step closer to moving traffic along the student walkway.,infrastructure,9.5,high,school,4,1,21
"Waste enclosure badly scratched near a market, the same place was damaged repeatedly.",vandalism,5.5,medium,market,8,3,13
"Open drain collapsed beside the road, pedestrians could fall into the opening.",drainage,9.0,critical,public,1,0,12
"Landslide warning sign hanging from one bolt near a market, motorcycles are braking suddenly.",road_damaged_sign,7.5,high,market,6,1,14
"Footpath drain leaking near a hospital, dirty water is crossing the entrance.",drainage,8.5,high,hospital,1,1,12
"Government vehicles left near an industrial gate since yesterday, large vehicles have little turning space.",illegal_parking,6.5,high,industrial,3,1,15
Domestic waste is overflowing from a collection area and spreading into the nearby residential road along the highway shoulder.,domestic_trash,8.0,high,highway,0,1,19
गाडीहरू औद्योगिक क्षेत्र को दुबै साइडमा गैरकानूनी पार्किङ गरेका छन्। छिटो कारबाही गर्नुपर्यो।,illegal_parking,4.3,medium,industrial,3,3,13
"Uncollected household waste is producing a bad smell and causing complaints from nearby residents, near the hospital entrance.",domestic_trash,7.0,high,hospital,0,1,18
"A manhole cover is loose and uneven, creating a dangerous hazard for pedestrians and cyclists along the highway shoulder.",infrastructure,8.0,high,highway,4,1,19
"Trash bags scattered on the street, at the school entrance.",domestic_trash,4.5,medium,school,0,3,10
The road surface has broken away and left a hole. The problem is becoming more noticeable each day.,pothole,5.5,medium,market,5,3,18
Household waste has been left outside for several days. People are having to walk around the garbage.,garbage,3.5,low,residential,2,2,17
Collapsed drain leaving an open gap at the factory.,infrastructure,5.5,medium,industrial,4,3,9
A section of concrete near the hospital entrance has broken apart and is obstructing pedestrian access along the industrial access road.,infrastructure,3.5,low,industrial,4,2,21
Several holes are visible on the road surface. People walking nearby have to be careful.,pothole,3.5,low,residential,5,2,15
"Parking restriction sign hidden by branches near a hospital, drivers cannot identify the restricted section.",road_damaged_sign,5.5,medium,hospital,6,3,15
"Animal-crossing sign knocked down in a public area, drivers are not warned about livestock.",road_damaged_sign,8.0,high,public,6,1,14
Plastic bottles scattered near the road on the public road.,trash,5.0,medium,public,7,3,10
There is a hole near the edge of the road where motorcycles pass. The road surface around it is also damaged.,pothole,9.0,critical,hospital,5,0,21
"A large crack has developed across the concrete pavement, creating a serious trip hazard for pedestrians near the school entrance.",infrastructure,7.0,high,school,4,1,20
