description,category,urgency_score,urgency_level,location_type,category_label,urgency_label
"Culvert leaking near a hospital, dirty water is crossing the entrance.",drainage,8.5,high,hospital,1,1
The road is uneven because of a pothole. It becomes harder to see when it rains.,pothole,7.0,high,market,5,1
"Trucks left beside a no-parking sign in Tulsipur since yesterday, traffic is moving slowly.",illegal_parking,5.5,medium,commercial,3,3
There is a broken section of road near the walking path. Buses are slowing down near the damaged section.,pothole,7.5,high,hospital,5,1
"Rental cars parked at a busy junction, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1
There is a hole on the street that drivers are trying to avoid. Motorcycles are at risk of losing balance near the hole.,pothole,7.5,high,school,5,1
A waste collection point is overflowing and loose rubbish is spreading into the nearby road.,trash,2.5,low,public,7,2
A damaged retaining wall is showing visible cracks and appears unstable beside the access road.,infrastructure,3.5,low,commercial,4,2
A pothole is making vehicles move to the other side of the road. Motorcycles are at risk of losing balance near the hole.,pothole,6.5,high,school,5,1
Kukur le fohor ko bag chyatera bato bharि fohor gareko cha. Manche haru lai dherai problem bhako cha.,garbage,9.5,critical,residential,2,0
"Motorcycles parked across a school gate after recent rain, children are entering through traffic.",illegal_parking,8.5,high,school,3,1
"Public notice board left with its notice torn down in a commercial area, visitors are using the wrong entrance.",vandalism,6.0,medium,commercial,8,3
There is a hole near the edge of the road where motorcycles pass. It becomes harder to see when it rains.,pothole,7.5,high,residential,5,1
"Community hall left with its notice torn down in a commercial area, the same place was damaged repeatedly.",vandalism,6.0,medium,commercial,8,3
A pothole is making vehicles move to the other side of the road. Rainwater is collecting in the hole.,pothole,9.5,critical,market,5,0
"Government vehicles parked fully on the footpath after recent rain, pedestrians are forced onto the road.",illegal_parking,8.0,high,residential,3,1
"Culvert blocked with plastic waste since yesterday, rainwater is flooding the road.",drainage,8.5,high,residential,1,1
"Animal-crossing sign missing from its pole in a public area, visitors cannot identify the crossing area.",road_damaged_sign,4.5,medium,public,6,3
"Industrial drain covered by construction debris since yesterday, water cannot reach the outlet.",drainage,5.5,medium,industrial,1,3
Loose manhole cover creating a hazard at houses.,infrastructure,5.0,medium,residential,4,3
A damaged road surface has developed deep potholes that are difficult for vehicles to avoid beside the public access route.,infrastructure,7.0,high,public,4,1
घरघरबाट आएको फोहोर अस्पताल को ढलसम्म पुगेको छ। फोहोर चाँडै उठाउनुपर्यो।,domestic_trash,8.9,critical,hospital,0,0
"Narrow-bridge sign faded and unreadable in Pokhara, motorcycles are braking suddenly.",road_damaged_sign,7.5,high,market,6,1
"Public wall marked with offensive words near a school, the same place was damaged repeatedly.",vandalism,6.0,medium,school,8,3
"Pickup vehicles parked on both sides of a narrow road since yesterday, emergency vehicles cannot pass.",illegal_parking,9.0,critical,hospital,3,0
"Market drain leaking near a hospital, dirty water is crossing the entrance.",drainage,9.0,critical,hospital,1,0
"Pickup vehicles parked across a school gate in Nepalgunj since yesterday, children are entering through traffic.",illegal_parking,8.5,high,school,3,1
A pothole is making vehicles move to the other side of the road. Several motorcycles are avoiding the same spot.,pothole,6.5,high,market,5,1
"School buses parked at a busy junction in Biratnagar since yesterday, drivers cannot see approaching vehicles.",illegal_parking,8.5,high,market,3,1
"Several households have placed overflowing rubbish bags along the roadside, narrowing the pedestrian path, near the shopping area.",domestic_trash,7.0,high,commercial,0,1
The garbage container is overflowing and waste is on the road. The waste is mixed with unsafe material and people are coming close to it.,garbage,9.5,critical,school,2,0
"Garbage bags torn open by dogs, at the school entrance.",domestic_trash,7.5,high,school,0,1
"Food containers scattered near the shops, at the school entrance.",trash,6.5,medium,school,7,3
"School-side drain filled with mud after rain after recent rain, water is entering nearby shops.",drainage,7.5,high,market,1,1
"Parking restriction sign cracked with a loose edge near a hospital, parked cars are blocking junction visibility.",road_damaged_sign,8.0,high,hospital,6,1
मूर्ति र शिल्पकला अस्पताल मा भत्किएको छ। सरकारले चाँडै हेर्नुपर्यो।,vandalism,8.8,critical,hospital,8,0
Discarded food packaging is covering part of the pavement near the shopping area beside the school boundary.,trash,7.0,high,school,7,1
"No-entry sign knocked down near a hospital, traffic slows while drivers confirm the route.",road_damaged_sign,4.5,medium,hospital,6,3
"Private cars parked along a highway shoulder since yesterday, fast traffic is swerving around them.",illegal_parking,8.5,high,highway,3,1
There are several damaged spots and potholes along the street. Rainwater is collecting in the hole.,pothole,2.5,low,residential,5,2
"Highway drain partly blocked by leaves since yesterday, water drains slowly during rain.",drainage,4.5,medium,public,1,3
The road has a damaged patch with a noticeable hole. Cars are moving around it to avoid the hole.,pothole,8.5,high,market,5,1
"Public gutter filled with mud after rain after recent rain, water is entering nearby shops.",drainage,7.0,high,market,1,1
"A section of the footpath has sunk below the surrounding surface and is difficult to walk across safely, beside the factory service route.",infrastructure,9.5,high,industrial,4,1
"Tourist vans blocking a hospital entrance after recent rain, ambulances are delayed.",illegal_parking,9.5,critical,hospital,3,0
The street is dirty because garbage has not been collected. The waste is close to the walking path.,garbage,7.5,high,market,2,1
"Cross-road drain filled with mud after rain since yesterday, water is entering nearby shops.",drainage,7.5,high,market,1,1
"Health-post wall left with official lettering blacked out near an industrial road, patients cannot read the service details.",vandalism,6.0,medium,industrial,8,3
"Speed-limit sign knocked down in a commercial area, vehicles are entering the work area too fast.",road_damaged_sign,8.5,high,commercial,6,1
"Several types of litter have accumulated near the market entrance and are creating a sanitation concern, along the hospital access road.",trash,7.0,high,hospital,7,1
Garbage has been left in an open place and is spreading around. The waste is close to the walking path.,garbage,6.5,high,school,2,1
"Buses parked across a school gate since yesterday, children are entering through traffic.",illegal_parking,8.5,high,school,3,1
Several types of litter have accumulated near the market entrance and are creating a sanitation concern along the hospital access road.,trash,2.5,low,hospital,7,2
"Trash bags scattered on the street, near the school.",domestic_trash,8.0,high,school,0,1
"Wet household rubbish is leaking onto the pavement and creating an unhygienic area near homes, near nearby homes.",domestic_trash,7.5,high,residential,0,1
"Footbridge railing left with its notice torn down on a residential road, the damage may worsen without repair.",vandalism,5.0,medium,residential,8,3
"Cross-road drain overflowing near a school, children are walking through dirty water.",drainage,8.0,high,school,1,1
"Ward-office gate badly scratched near a hospital, part of the public notice cannot be read.",vandalism,6.5,high,hospital,8,1
"Covered drain partly blocked by leaves, water drains slowly during rain.",drainage,4.0,low,public,1,2
"Speed-limit sign missing from its pole in a commercial area, vehicles are entering the work area too fast.",road_damaged_sign,9.0,critical,commercial,6,0
"Tourist vans left beside a no-parking sign since yesterday, traffic is moving slowly.",illegal_parking,5.0,medium,commercial,3,3
Mixed litter blocking the footpath at in the business area.,trash,2.5,low,commercial,7,2
